Rent,leasing_rate,size,stories,age,renovated,class_a,class_b,amenities,net,cluster_rent,Precipitation,cooling_costs,heating_costs,green_rating
18.09,95.97,594595,29,46,1,1,0,1,0,20.25,25.55,0.792734475,0.168978282,0
19.84,77.45,542458,24,51,1,0,1,1,0,20.25,25.55,0.792734475,0.168978282,0
20,90.5,844000,35,36,1,1,0,1,0,20.25,25.55,0.792734475,0.168978282,0
21.39,96.19,264885,20,26,0,0,1,1,0,20.25,25.55,0.792734475,0.168978282,0
22,35.13,70000,4,79,1,0,0,1,0,20.25,25.55,0.792734475,0.168978282,0
22.38,97.56,837161,36,4,0,1,0,1,0,20.25,25.55,0.792734475,0.168978282,0
22.51,84.22,116000,11,87,1,0,0,1,0,20.25,25.55,0.792734475,0.168978282,0
23.5,98.07,500000,25,79,1,0,0,1,0,20.25,25.55,0.792734475,0.168978282,0
23.57,95.92,664940,34,32,0,1,0,1,0,20.25,25.55,0.792734475,0.168978282,0
24,98.45,993298,34,35,1,1,0,1,1,20.25,25.55,0.792734475,0.168978282,0
24.02,88.87,1194717,50,27,0,1,0,1,0,20.25,25.55,0.792734475,0.168978282,0
24.22,95.76,995505,36,29,1,1,0,1,0,20.25,25.55,0.792734475,0.168978282,0
21.69,83.21,471692,22,20,0,1,0,1,0,25.1,22.71,0.258552,0.146157,1
14,100,615647,33,19,0,1,0,1,0,25.1,22.71,0.258604921,0.146102369,0
19.2,83.43,24152,4,59,1,0,1,0,0,25.1,22.71,0.258604921,0.146102369,0
20.97,88.28,1028852,62,33,1,1,0,1,0,25.1,22.71,0.258604921,0.146102369,0
22.83,93.58,915316,41,22,1,1,0,1,1,25.1,22.71,0.258604921,0.146102369,0
23.31,54.07,349213,21,47,1,1,0,1,0,25.1,22.71,0.258604921,0.146102369,0
24,63.02,29823,5,76,1,0,1,1,0,25.1,22.71,0.258604921,0.146102369,0
24,87.11,160000,15,55,1,1,0,1,0,25.1,22.71,0.258604921,0.146102369,0
24.86,94.14,458149,25,15,0,1,0,0,0,25.1,22.71,0.258604921,0.146102369,0
25.34,86.67,377400,12,81,1,1,0,1,0,25.1,22.71,0.258604921,0.146102369,0
25.66,96.66,213079,18,34,0,1,0,1,0,25.1,22.71,0.258604921,0.146102369,0
25.69,90.13,281000,19,21,0,1,0,1,0,25.1,22.71,0.258604921,0.146102369,0
26,52.86,35086,3,49,0,0,1,0,0,25.1,22.71,0.258604921,0.146102369,0
26.69,77.89,113070,12,81,1,0,1,1,0,25.1,22.71,0.258604921,0.146102369,0
27.5,84.31,126700,12,22,0,1,0,0,0,25.1,22.71,0.258604921,0.146102369,0
29.76,87.98,678500,33,34,1,1,0,1,0,25.1,22.71,0.258604921,0.146102369,0
30.47,69.15,74141,7,41,0,1,0,0,0,25.1,22.71,0.258604921,0.146102369,0
33,86.9,278900,24,18,0,1,0,1,0,25.1,22.71,0.258604921,0.146102369,0
37.99,87.8,143491,17,42,1,0,1,1,0,25.1,22.71,0.258604921,0.146102369,0
2.98,100,259317,21,29,1,0,1,0,0,19.39,47.95,3.047264944,0,0
14.57,41.26,25148,3,111,1,0,0,0,0,19.39,47.95,3.047264944,0,0
15,100,153966,25,37,0,1,0,0,0,19.39,47.95,3.047264944,0,0
15.92,98.13,325000,31,14,0,1,0,0,0,19.39,47.95,3.047264944,0,0
16.2,98.47,66380,9,32,0,0,1,0,0,19.39,47.95,3.047264944,0,0
18.24,81.87,275408,30,14,0,1,0,0,0,19.39,47.95,3.047264944,0,0
19.39,77.58,84180,8,28,0,1,0,0,0,19.39,47.95,3.047264944,0,0
19.61,97.8,201241,24,18,0,1,0,0,0,19.39,47.95,3.047264944,0,0
19.8,98.56,186138,25,13,0,1,0,0,1,19.39,47.95,3.047264944,0,0
20.4,100,355802,20,35,1,1,0,0,0,19.39,47.95,3.047264944,0,0
20.62,66.47,99175,8,19,0,1,0,0,1,19.39,47.95,3.047264944,0,0
20.77,92.9,477045,20,38,0,1,0,1,1,19.39,47.95,3.047264944,0,0
24,87.36,105332,10,42,0,0,1,1,1,19.39,47.95,3.047264944,0,0
17.8,84.56,371192,23,60,1,0,1,1,0,18.05,25.55,0.793594,0.16867,1
12,46.35,203888,23,98,1,0,0,1,0,18.05,25.55,0.792734475,0.168978282,0
13,63.87,380220,18,52,0,0,1,1,0,18.05,25.55,0.792734475,0.168978282,0
15,47.78,218511,21,26,1,0,1,1,0,18.05,25.55,0.792734475,0.168978282,0
15.06,93.3,507247,21,52,1,0,1,1,0,18.05,25.55,0.792734475,0.168978282,0
15.18,92.39,809997,35,78,0,0,1,1,0,18.05,25.55,0.792734475,0.168978282,0
15.64,75.63,599107,27,81,1,0,1,1,0,18.05,25.55,0.792734475,0.168978282,0
15.66,89.08,795115,25,24,1,1,0,1,0,18.05,25.55,0.792734475,0.168978282,0
16,89.53,92277,10,93,0,0,0,1,0,18.05,25.55,0.792734475,0.168978282,0
18,26.16,182018,15,46,0,0,1,1,0,18.05,25.55,0.792734475,0.168978282,0
18.05,67.57,82568,10,84,1,0,1,1,0,18.05,25.55,0.792734475,0.168978282,0
18.09,95.97,594595,29,46,1,1,0,1,0,18.05,25.55,0.792734475,0.168978282,0
19.84,77.45,542458,24,51,1,0,1,1,0,18.05,25.55,0.792734475,0.168978282,0
20,90.5,844000,35,36,1,1,0,1,0,18.05,25.55,0.792734475,0.168978282,0
20.52,89.06,674246,16,24,0,0,1,1,0,18.05,25.55,0.792734475,0.168978282,0
21.39,96.19,264885,20,26,0,0,1,1,0,18.05,25.55,0.792734475,0.168978282,0
22.38,97.56,837161,36,4,0,1,0,1,0,18.05,25.55,0.792734475,0.168978282,0
22.51,84.22,116000,11,87,1,0,0,1,0,18.05,25.55,0.792734475,0.168978282,0
23.5,98.07,500000,25,79,1,0,0,1,0,18.05,25.55,0.792734475,0.168978282,0
23.57,95.92,664940,34,32,0,1,0,1,0,18.05,25.55,0.792734475,0.168978282,0
24,93.65,1333312,49,27,0,1,0,1,0,18.05,25.55,0.792734475,0.168978282,0
24.75,93.25,1247061,51,25,1,1,0,1,0,18.05,25.55,0.792734475,0.168978282,0
42,97.49,1203065,48,25,1,1,0,1,0,38.78,22.71,0.04914,0.282117,1
22.95,84.47,23534,5,90,0,0,0,0,0,38.78,22.71,0.049150058,0.282011549,0
25,81.39,233654,28,77,1,0,1,0,0,38.78,22.71,0.049150058,0.282011549,0
30.37,89.35,128838,14,94,1,0,1,0,0,38.78,22.71,0.049150058,0.282011549,0
31.5,85.71,19600,6,82,1,0,0,0,0,38.78,22.71,0.049150058,0.282011549,0
31.99,92.2,106000,11,94,1,0,1,0,0,38.78,22.71,0.049150058,0.282011549,0
32,87.76,58383,7,99,1,0,1,0,0,38.78,22.71,0.049150058,0.282011549,0
34.18,95.71,711000,48,21,0,1,0,0,0,38.78,22.71,0.049150058,0.282011549,0
34.5,88.46,89927,11,85,1,0,1,0,0,38.78,22.71,0.049150058,0.282011549,0
35,92.76,151942,7,83,1,0,1,0,0,38.78,22.71,0.049150058,0.282011549,0
35,79.3,51086,16,81,1,0,1,0,0,38.78,22.71,0.049150058,0.282011549,0
36.14,95.36,51051,6,93,1,0,1,0,0,38.78,22.71,0.049150058,0.282011549,0
38,88.38,240546,17,27,0,1,0,1,0,38.78,22.71,0.049150058,0.282011549,0
38,83.1,623352,38,28,0,1,0,1,0,38.78,22.71,0.049150058,0.282011549,0
39.56,41.58,180000,14,99,1,0,1,0,0,38.78,22.71,0.049150058,0.282011549,0
39.74,34.92,27000,3,100,1,0,1,0,0,38.78,22.71,0.049150058,0.282011549,0
42,100,51376,11,99,1,0,1,1,0,38.78,22.71,0.049150058,0.282011549,0
43,100,303645,18,48,1,1,0,1,0,38.78,22.71,0.049150058,0.282011549,0
43.01,67.08,249918,22,17,0,1,0,0,0,38.78,22.71,0.049150058,0.282011549,0
44,95.99,655173,37,35,0,1,0,1,0,38.78,22.71,0.049150058,0.282011549,0
45,91.92,220000,26,21,0,1,0,1,0,38.78,22.71,0.049150058,0.282011549,0
50,95.5,934764,40,25,0,1,0,1,0,38.78,22.71,0.049150058,0.282011549,0
50.04,85.21,273084,13,48,1,1,0,1,0,38.78,22.71,0.049150058,0.282011549,0
50.67,90.95,818711,41,36,0,1,0,1,0,38.78,22.71,0.049150058,0.282011549,0
68.21,96.88,137011,16,40,0,0,1,1,0,38.78,22.71,0.049150058,0.282011549,0
74.76,92.19,883778,42,31,0,1,0,1,0,38.78,22.71,0.049150058,0.282011549,0
43,94.9,85115,4,5,0,1,0,0,1,36.6,22.71,0.04914,0.282117,1
30,82.45,82511,9,39,0,0,1,0,0,36.6,22.71,0.049150058,0.282011549,0
34.2,98.32,69043,7,39,1,0,1,0,0,36.6,22.71,0.049150058,0.282011549,0
32.76,99.73,887079,40,33,1,1,0,1,0,19.635,52.84,0.40509,0.401849,1
10,93.19,88993,5,79,1,0,1,0,0,19.635,52.84,0.405361372,0.401258253,0
13.5,78.16,25184,2,57,1,0,1,0,0,19.635,52.84,0.405361372,0.401258253,0
15.6,80.84,22400,7,82,1,0,0,0,0,19.635,52.84,0.405361372,0.401258253,0
17,85.91,30520,3,77,1,0,1,0,0,19.635,52.84,0.405361372,0.401258253,0
19.5,95.97,210426,17,45,1,1,0,0,0,19.635,52.84,0.405361372,0.401258253,0
19.5,79.5,172385,17,83,1,0,1,1,0,19.635,52.84,0.405361372,0.401258253,0
19.77,89.97,163742,16,50,0,0,1,1,0,19.635,52.84,0.405361372,0.401258253,0
22,99.16,529817,20,24,1,1,0,1,0,19.635,52.84,0.405361372,0.401258253,0
22,96.87,475043,23,21,1,1,0,1,0,19.635,52.84,0.405361372,0.401258253,0
22.05,99.09,716000,30,36,0,0,1,1,0,19.635,52.84,0.405361372,0.401258253,0
28,98.51,625026,27,26,1,1,0,1,0,19.635,52.84,0.405361372,0.401258253,0
29.14,63.78,23294,2,93,1,0,0,1,0,19.635,52.84,0.405361372,0.401258253,0
25.17,81.25,315133,20,25,0,1,0,1,0,20.7,30.32,0.080586,0.9216,1
15.01,89.42,33030,6,98,1,0,0,1,0,20.7,30.32,0.080755861,0.919723608,0
18.31,90.43,26145,5,117,1,0,0,0,0,20.7,30.32,0.080755861,0.919723608,0
18.4,83.1,93947,5,43,0,0,1,1,0,20.7,30.32,0.080755861,0.919723608,0
18.48,99.24,140000,10,55,0,0,1,1,0,20.7,30.32,0.080755861,0.919723608,0
19,97.38,491528,30,23,0,1,0,1,0,20.7,30.32,0.080755861,0.919723608,0
19.15,95.06,202200,11,36,1,1,0,0,0,20.7,30.32,0.080755861,0.919723608,0
19.85,78.28,17645,4,113,1,0,0,0,0,20.7,30.32,0.080755861,0.919723608,0
19.95,84.75,59000,4,131,1,0,1,1,0,20.7,30.32,0.080755861,0.919723608,0
20.39,99.32,253000,15,27,1,1,0,1,0,20.7,30.32,0.080755861,0.919723608,0
21.01,91.93,67869,9,97,1,0,1,0,0,20.7,30.32,0.080755861,0.919723608,0
22,86.26,49060,6,25,0,0,1,1,0,20.7,30.32,0.080755861,0.919723608,0
23.85,99.41,429499,17,30,0,1,0,1,0,20.7,30.32,0.080755861,0.919723608,0
24,94.69,283000,16,17,0,1,0,0,0,20.7,30.32,0.080755861,0.919723608,0
24.27,97.87,451058,29,36,0,1,0,0,0,20.7,30.32,0.080755861,0.919723608,0
26.02,93.72,273198,19,33,1,1,0,1,0,20.7,30.32,0.080755861,0.919723608,0
26.28,86.8,355705,35,23,0,1,0,1,0,20.7,30.32,0.080755861,0.919723608,0
26.71,95.91,694000,38,35,0,1,0,0,0,20.7,30.32,0.080755861,0.919723608,0
27,92.94,328346,19,20,0,1,0,1,0,20.7,30.32,0.080755861,0.919723608,0
25.8,97.18,324341,25,44,1,0,0,1,0,24.97,22.71,0.281232,0.144406,1
19.1,87.75,79670,6,78,1,0,1,0,1,24.97,22.71,0.281289563,0.144352023,0
19.8,100,8963,1,45,1,0,0,0,0,24.97,22.71,0.281289563,0.144352023,0
19.8,94.32,29922,3,24,0,0,0,0,0,24.97,22.71,0.281289563,0.144352023,0
20.4,46.78,20000,4,47,0,0,0,0,0,24.97,22.71,0.281289563,0.144352023,0
20.4,92.8,16670,4,57,0,0,0,0,0,24.97,22.71,0.281289563,0.144352023,0
22.06,47.54,81273,12,80,0,0,0,0,0,24.97,22.71,0.281289563,0.144352023,0
23.42,86.82,177725,23,44,1,0,1,0,0,24.97,22.71,0.281289563,0.144352023,0
24,95.03,15000,3,27,0,0,0,0,0,24.97,22.71,0.281289563,0.144352023,0
24.74,87.25,40000,4,47,0,0,1,0,0,24.97,22.71,0.281289563,0.144352023,0
25.2,98.16,24500,4,119,1,0,1,1,0,24.97,22.71,0.281289563,0.144352023,0
25.87,75.58,110400,6,95,1,0,0,0,0,24.97,22.71,0.281289563,0.144352023,0
26.4,97.8,38325,4,111,1,0,1,0,0,24.97,22.71,0.281289563,0.144352023,0
27.95,65.94,277000,20,25,0,0,1,0,0,24.97,22.71,0.281289563,0.144352023,0
30.9,74.08,223475,14,82,1,0,1,1,0,24.97,22.71,0.281289563,0.144352023,0
31.42,87.96,447159,22,38,1,1,0,0,0,24.97,22.71,0.281289563,0.144352023,0
45,84.18,48161,4,62,1,0,1,0,0,24.97,22.71,0.281289563,0.144352023,0
45,99.82,605657,26,35,1,1,0,1,0,42,22.71,0.258552,0.146157,1
31.97,71.5,484154,21,37,0,1,0,1,0,42,22.71,0.258604921,0.146102369,0
33,95.6,50000,4,42,1,0,1,0,0,42,22.71,0.258604921,0.146102369,0
36,91.75,280500,14,44,0,1,0,1,0,42,22.71,0.258604921,0.146102369,0
39.33,98.16,311400,15,37,1,1,0,1,0,42,22.71,0.258604921,0.146102369,0
42,56.67,12000,3,16,0,0,1,0,0,42,22.71,0.258604921,0.146102369,0
48,97.5,450000,23,25,0,1,0,1,0,42,22.71,0.258604921,0.146102369,0
49.69,96.33,492139,20,39,1,1,0,1,0,42,22.71,0.258604921,0.146102369,0
91.04,98.5,824106,39,17,0,1,0,1,0,42,22.71,0.258604921,0.146102369,0
19.5,98.56,624464,16,31,0,1,0,1,0,15.82,51.96,0.323674,0.574788,1
9.5,15.15,13200,4,107,1,0,0,0,0,15.82,51.96,0.324154157,0.574877596,0
10,65.48,54000,12,82,1,0,1,1,0,15.82,51.96,0.324154157,0.574877596,0
10,75,10800,4,57,1,0,0,0,0,15.82,51.96,0.324154157,0.574877596,0
12,46.15,56940,13,43,1,0,1,0,0,15.82,51.96,0.324154157,0.574877596,0
12.5,85.65,76657,2,20,0,1,0,0,0,15.82,51.96,0.324154157,0.574877596,0
13.67,61.35,189405,13,83,1,0,1,0,0,15.82,51.96,0.324154157,0.574877596,0
13.9,64.71,127530,12,51,1,0,1,0,0,15.82,51.96,0.324154157,0.574877596,0
14,95.48,31000,13,80,1,0,0,0,0,15.82,51.96,0.324154157,0.574877596,0
14,92.29,55000,6,102,0,0,1,0,0,15.82,51.96,0.324154157,0.574877596,0
14.02,91.36,112000,14,77,1,0,1,0,0,15.82,51.96,0.324154157,0.574877596,0
14.75,88.55,62000,4,77,1,0,1,0,0,15.82,51.96,0.324154157,0.574877596,0
15,67.61,67000,10,102,1,0,1,1,0,15.82,51.96,0.324154157,0.574877596,0
15.17,72.85,33000,10,93,1,0,0,0,0,15.82,51.96,0.324154157,0.574877596,0
15.5,83.68,52019,4,47,1,0,1,0,0,15.82,51.96,0.324154157,0.574877596,0
15.5,85.37,80000,13,100,1,1,0,1,0,15.82,51.96,0.324154157,0.574877596,0
15.5,92.7,76000,17,94,1,0,1,0,0,15.82,51.96,0.324154157,0.574877596,0
15.82,26.06,30000,9,86,1,0,0,0,0,15.82,51.96,0.324154157,0.574877596,0
16,96.21,42956,8,47,1,0,1,0,0,15.82,51.96,0.324154157,0.574877596,0
16,86.61,147610,8,97,1,0,1,0,0,15.82,51.96,0.324154157,0.574877596,0
16,86.34,62000,5,38,0,0,0,0,0,15.82,51.96,0.324154157,0.574877596,0
16.5,31.33,166000,1,12,0,1,0,0,0,15.82,51.96,0.324154157,0.574877596,0
16.82,24.22,87493,8,59,1,0,1,0,0,15.82,51.96,0.324154157,0.574877596,0
16.92,93.38,67000,7,87,1,0,1,0,0,15.82,51.96,0.324154157,0.574877596,0
18.5,75.44,662000,37,38,0,1,0,1,0,15.82,51.96,0.324154157,0.574877596,0
18.75,98.12,339611,22,20,0,1,0,1,0,15.82,51.96,0.324154157,0.574877596,0
18.8,98.19,152719,12,48,1,1,0,1,0,15.82,51.96,0.324154157,0.574877596,0
19,66.39,296173,11,102,1,1,0,1,0,15.82,51.96,0.324154157,0.574877596,0
19.19,86.01,161984,12,27,0,1,0,1,0,15.82,51.96,0.324154157,0.574877596,0
19.43,66.57,532000,28,19,0,1,0,1,0,15.82,51.96,0.324154157,0.574877596,0
20.5,79.27,318978,23,21,0,1,0,1,0,15.82,51.96,0.324154157,0.574877596,0
20.88,97.93,1057852,48,17,0,1,0,1,0,15.82,51.96,0.324154157,0.574877596,0
22.5,86.58,50000,5,107,1,0,0,0,0,15.82,51.96,0.324154157,0.574877596,0
39.5,95.79,99916,11,37,1,0,1,1,0,43.345,45.73,0.592851,0.56608,1
29,100,194000,12,26,0,0,0,0,0,43.345,45.73,0.593529008,0.565367012,0
29.5,83.11,22329,8,90,1,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
31,100,241695,10,6,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
32,27.37,19500,4,33,0,0,0,0,0,43.345,45.73,0.593529008,0.565367012,0
33,100,269000,9,28,0,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
33,95.41,563795,13,35,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
35,100,93915,12,80,1,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
35,100,8359,4,93,0,0,0,0,0,43.345,45.73,0.593529008,0.565367012,0
35.08,94.27,80490,9,46,0,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
35.82,68.1,35485,8,40,1,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
36.5,100,169549,12,67,1,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
36.5,19.03,51907,9,1,0,1,0,0,0,43.345,45.73,0.593529008,0.565367012,0
36.53,95.59,86942,11,43,0,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
37,100,202514,12,43,1,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
37.1,100,154413,12,32,1,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
38,93.12,133000,8,40,0,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
38.91,67.26,105152,8,36,0,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
38.97,100,195000,11,43,0,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
39.09,99.49,313984,12,47,0,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
39.25,93.24,53034,10,47,0,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
39.45,95.84,535253,10,32,1,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
39.48,100,102631,10,44,0,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
39.5,98.07,174934,12,38,0,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
39.67,99.04,62251,12,53,1,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
39.82,91.73,68669,12,45,0,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
40,100,102822,12,94,1,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
40,99.17,140000,11,38,0,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
40.61,100,105643,10,26,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
40.79,98.22,105721,12,43,0,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
41,98.77,146474,12,44,0,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
41.18,90.69,90017,12,32,0,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
41.32,94.72,155214,12,54,0,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
41.5,94.2,45834,8,22,0,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
41.88,96.96,156272,12,18,0,1,0,0,0,43.345,45.73,0.593529008,0.565367012,0
42,100,135000,8,21,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
42,99.13,97000,11,47,1,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
42,100,210000,13,43,0,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
42.17,99.48,104394,9,42,1,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
42.5,100,163764,13,40,0,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
42.69,97.33,390000,12,2,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
43.31,100,179383,11,43,1,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
43.38,91.93,155639,12,32,0,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
43.41,98.63,285167,12,38,0,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
43.49,99.09,184000,12,41,0,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
43.49,95.92,237746,13,41,0,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
44.05,95.42,252014,12,28,0,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
44.09,98.12,180891,12,32,0,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
44.24,99.59,230000,13,37,0,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
44.5,100,139478,12,29,1,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
44.92,86.78,131708,8,30,0,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
44.98,98.08,111329,12,66,1,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
44.99,100,187624,12,5,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
45,85.34,119000,8,23,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
45,100,175000,12,19,0,1,0,0,0,43.345,45.73,0.593529008,0.565367012,0
45,89.38,153161,10,22,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
45,89.73,72020,9,39,0,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
45.4,93.37,107338,8,25,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
45.48,92.18,159981,8,35,0,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
45.86,92.48,213475,10,20,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
45.97,96.65,184696,12,29,1,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
46,100,320032,11,17,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
46.15,96.13,295000,12,38,1,0,1,1,0,43.345,45.73,0.593529008,0.565367012,0
46.17,87.81,320000,10,27,1,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
46.4,82.97,94793,12,23,0,1,0,0,1,43.345,45.73,0.593529008,0.565367012,0
46.5,97.43,101317,8,44,1,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
46.53,100,183043,12,24,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
47,100,235311,11,7,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
47.38,83.79,238481,12,21,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
49,99.61,423205,12,25,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
50,98.32,383000,10,40,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
50.27,94.22,145127,12,44,1,1,0,0,0,43.345,45.73,0.593529008,0.565367012,0
51.26,96.18,218571,12,21,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
51.68,97.69,206314,11,37,1,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
52.53,97.43,274532,8,28,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
53.26,100,113574,8,21,0,1,0,0,0,43.345,45.73,0.593529008,0.565367012,0
53.54,91.65,303466,12,27,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
54.23,84.99,428970,12,30,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
55,100,32529,9,7,0,1,0,0,0,43.345,45.73,0.593529008,0.565367012,0
55,91.39,21309,12,19,0,0,1,0,0,43.345,45.73,0.593529008,0.565367012,0
55.48,100,398286,11,32,1,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
55.75,100,414195,13,23,1,1,0,1,1,43.345,45.73,0.593529008,0.565367012,0
57.66,100,166377,12,37,0,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
61.37,99.31,200414,13,45,1,1,0,1,0,43.345,45.73,0.593529008,0.565367012,0
16,94.46,60185,3,27,0,0,1,0,0,15.315,30.49,0.197715,0.656096,1
12.5,100,60000,3,27,0,0,1,0,0,15.315,30.49,0.197965711,0.658577667,0
15,100,38128,2,28,0,0,1,0,0,15.315,30.49,0.197965711,0.658577667,0
15.63,55.81,62700,3,24,0,0,1,0,0,15.315,30.49,0.197965711,0.658577667,0
69,98.9,775037,35,4,0,1,0,1,0,60,22.71,0.258552,0.146157,1
36,91.75,280500,14,44,0,1,0,1,0,60,22.71,0.258604921,0.146102369,0
49.69,96.33,492139,20,39,1,1,0,1,0,60,22.71,0.258604921,0.146102369,0
60,85.01,775541,12,0,0,1,0,1,0,60,22.71,0.258604921,0.146102369,0
91.04,98.5,824106,39,17,0,1,0,1,0,60,22.71,0.258604921,0.146102369,0
42,91.3,42292,3,28,0,1,0,0,0,34.2,22.71,0.258552,0.146157,1
26.64,95.18,26135,4,22,0,0,1,0,0,34.2,22.71,0.258604921,0.146102369,0
31.69,81.97,19849,4,22,0,0,1,0,0,34.2,22.71,0.258604921,0.146102369,0
34.2,100,21302,2,38,0,0,1,0,0,34.2,22.71,0.258604921,0.146102369,0
53.67,98.21,292056,20,18,0,1,0,1,0,34.2,22.71,0.258604921,0.146102369,0
41.55,67.54,96251,4,23,0,1,0,1,0,37.31,22.71,0.258552,0.146157,1
33.07,95.84,76976,4,21,0,1,0,0,0,37.31,22.71,0.258604921,0.146102369,0
21.49,99.2,310296,14,24,0,1,0,1,0,19.275,25.55,0.793594,0.16867,1
16.69,99.61,218507,11,24,0,1,0,1,0,19.275,25.55,0.792734475,0.168978282,0
18.5,89.22,61461,2,27,0,0,1,0,0,19.275,25.55,0.792734475,0.168978282,0
20.05,98.05,362226,21,25,1,1,0,1,0,19.275,25.55,0.792734475,0.168978282,0
26.5,75.77,235000,3,38,0,1,0,0,0,35,45.73,0.560217,0.511424,1
29.6,64.01,141366,6,27,0,1,0,1,0,35,45.73,0.561116067,0.511797847,0
29.86,89.23,128150,6,26,0,0,1,1,0,35,45.73,0.561116067,0.511797847,0
35,98.39,117778,6,36,0,0,1,1,0,35,45.73,0.561116067,0.511797847,0
35,96.7,127302,6,30,0,1,0,1,0,35,45.73,0.561116067,0.511797847,0
36.61,65.8,185154,9,23,0,1,0,1,0,35,45.73,0.561116067,0.511797847,0
38.36,85.69,311000,15,22,0,1,0,1,0,35,45.73,0.561116067,0.511797847,0
38.44,95.38,219345,8,25,0,1,0,1,0,35,45.73,0.561116067,0.511797847,0
26.78,97.77,567287,25,35,1,1,0,1,0,24.305,16.67,0.21252,0.5738,1
8.13,81.99,16377,5,114,0,0,1,0,0,24.305,16.67,0.212338807,0.572995049,0
9,100,36523,5,31,0,0,1,0,0,24.305,16.67,0.212338807,0.572995049,0
12,100,94259,7,109,0,0,1,0,0,24.305,16.67,0.212338807,0.572995049,0
14.24,66.33,19600,4,102,1,0,0,0,0,24.305,16.67,0.212338807,0.572995049,0
14.5,71.52,25679,5,118,1,0,1,1,0,24.305,16.67,0.212338807,0.572995049,0
